Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
707,tt1754806,6/24/15,6/24/15,,"Un nuage dans un verre d'eau",https://www.imdb.com/title/tt1754806/,Movie,7.9,90,2013,"Fantasy, Thriller",48,8/14/13,"Srinath Samarasinghe",,
708,tt0966151,6/24/15,6/24/15,,"The Last Enemy",https://www.imdb.com/title/tt0966151/,TV Mini Series,7.0,60,2008,"Adventure, Drama, Mystery, Romance, Sci-Fi, Thriller",2687,10/5/08,,,
709,tt3108158,6/27/15,6/27/15,,"The World of Kanako",https://www.imdb.com/title/tt3108158/,Movie,6.5,118,2015,"Drama, Mystery, Thriller",5859,12/4/15,"Tetsuya Nakashima",,
710,tt0055278,7/14/15,7/14/15,,"Paris Blues",https://www.imdb.com/title/tt0055278/,Movie,6.7,98,1961,"Drama, Music, Romance",3928,5/30/61,"Martin Ritt",,
711,tt2177491,7/28/15,7/28/15,,"Ben and Kate",https://www.imdb.com/title/tt2177491/,TV Series,6.6,22,2012,"Comedy",5271,9/25/12,,,
712,tt4122068,8/13/15,8/13/15,,"Humans",https://www.imdb.com/title/tt4122068/,TV Series,7.9,42,2015,"Drama, Sci-Fi",42185,6/28/15,,,
713,tt3636060,8/13/15,8/13/15,,"Poldark",https://www.imdb.com/title/tt3636060/,TV Series,8.3,60,2015,"Drama, Romance",35861,6/21/15,,,
714,tt3400010,8/13/15,8/13/15,,"The Roosevelts: An Intimate History",https://www.imdb.com/title/tt3400010/,TV Mini Series,8.8,795,2014,"Documentary, Biography, History, War",2636,9/14/14,,,
715,tt3228904,8/13/15,8/13/15,,"Empire",https://www.imdb.com/title/tt3228904/,TV Series,7.4,42,2015,"Drama, Music",40934,1/7/15,,,
716,tt3077214,9/7/15,9/7/15,,"Suffragette",https://www.imdb.com/title/tt3077214/,Movie,6.9,106,2015,"Drama, History",44591,10/12/15,"Sarah Gavron",,
717,tt2935476,9/7/15,9/7/15,,"Far from the Madding Crowd",https://www.imdb.com/title/tt2935476/,Movie,7.1,119,2015,"Drama, Romance",53462,5/22/15,"Thomas Vinterberg",,
718,tt2492296,9/9/15,9/9/15,,"Show Me a Hero",https://www.imdb.com/title/tt2492296/,TV Mini Series,7.9,358,2015,"Drama, History",11990,8/16/15,,,
719,tt0402711,9/9/15,9/9/15,,"Boston Legal",https://www.imdb.com/title/tt0402711/,TV Series,8.5,44,2004,"Comedy, Crime, Drama",49804,10/3/04,,,
720,tt1067106,9/10/15,9/10/15,,"A Christmas Carol",https://www.imdb.com/title/tt1067106/,Movie,6.8,96,2009,"Animation, Adventure, Comedy, Drama, Family, Fantasy",129126,11/6/09,"Robert Zemeckis",,
721,tt3640424,9/10/15,9/10/15,,"Allied",https://www.imdb.com/title/tt3640424/,Movie,7.1,124,2016,"Action, Drama, Romance, Thriller, War",168810,11/23/16,"Robert Zemeckis",,
722,tt2884018,9/19/15,9/19/15,,"Macbeth",https://www.imdb.com/title/tt2884018/,Movie,6.6,113,2015,"Drama, History, War",59371,12/11/15,"Justin Kurzel",,
723,tt0286716,9/19/15,9/19/15,,"Hulk",https://www.imdb.com/title/tt0286716/,Movie,5.6,138,2003,"Action, Sci-Fi",277894,6/20/03,"Ang Lee",,
724,tt2707408,9/20/15,9/20/15,,"Narcos",https://www.imdb.com/title/tt2707408/,TV Series,8.8,49,2015,"Biography, Crime, Drama, Thriller",467257,8/28/15,,,
725,tt3859076,9/25/15,9/25/15,,"Truth",https://www.imdb.com/title/tt3859076/,Movie,6.8,125,2015,"Biography, Drama, History, Thriller",21186,10/30/15,"James Vanderbilt",,
726,tt1674771,10/9/15,10/9/15,,"Entourage",https://www.imdb.com/title/tt1674771/,Movie,6.5,104,2015,"Comedy, Drama",82764,6/3/15,"Doug Ellin",,
727,tt4574334,10/21/15,10/21/15,,"Stranger Things",https://www.imdb.com/title/tt4574334/,TV Series,8.7,51,2016,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",1324706,7/15/16,,,
728,tt0085335,10/29/15,10/29/15,,"Chuchelo",https://www.imdb.com/title/tt0085335/,Movie,7.7,127,1987,"Drama",1867,6/1987,"Rolan Bykov",,
729,tt3312830,11/21/15,11/21/15,,"Youth",https://www.imdb.com/title/tt3312830/,Movie,7.3,124,2015,"Comedy, Drama, Music, Romance",82765,12/4/15,"Paolo Sorrentino",,
730,tt3542188,11/29/15,11/29/15,,"April 9th",https://www.imdb.com/title/tt3542188/,Movie,6.6,93,2015,"Drama, History, War",6430,3/12/15,"Roni Ezra",,
731,tt3215364,12/10/15,12/10/15,,"Battle Creek",https://www.imdb.com/title/tt3215364/,TV Series,7.2,44,2015,"Comedy, Crime, Drama",8968,3/1/15,,,
732,tt3993894,12/13/15,12/13/15,,"Queen of Earth",https://www.imdb.com/title/tt3993894/,Movie,6.2,90,2015,"Drama, Mystery, Thriller",6873,8/26/15,"Alex Ross Perry",,
733,tt0098087,12/16/15,12/16/15,,"The Little Thief",https://www.imdb.com/title/tt0098087/,Movie,6.8,109,1989,"Comedy, Drama",2313,9/1989,"Claude Miller",,
734,tt0053198,12/16/15,12/16/15,,"The 400 Blows",https://www.imdb.com/title/tt0053198/,Movie,8.1,99,1959,"Crime, Drama",127606,11/16/59,"François Truffaut",,
735,tt0071733,12/16/15,12/16/15,,"Lacombe, Lucien",https://www.imdb.com/title/tt0071733/,Movie,7.6,138,1974,"Drama, War",7680,9/29/74,"Louis Malle",,
736,tt0051378,12/16/15,12/16/15,,"Elevator to the Gallows",https://www.imdb.com/title/tt0051378/,Movie,7.9,91,1958,"Crime, Drama, Thriller",28454,2/1/58,"Louis Malle",,
737,tt0054494,12/16/15,12/16/15,,"Zazie in the Metro",https://www.imdb.com/title/tt0054494/,Movie,6.9,93,1961,"Comedy, Fantasy",6718,11/20/61,"Louis Malle",,
738,tt0097884,12/16/15,12/16/15,,"May Fools",https://www.imdb.com/title/tt0097884/,Movie,7.2,107,1990,"Comedy, Romance",3401,7/1990,"Louis Malle",,
739,tt0111590,12/16/15,12/16/15,,"Vanya on 42nd Street",https://www.imdb.com/title/tt0111590/,Movie,7.3,119,1994,"Comedy, Drama, Romance",5140,10/19/94,"Louis Malle",,
740,tt0037674,12/16/15,12/16/15,,"Children of Paradise",https://www.imdb.com/title/tt0037674/,Movie,8.3,189,1946,"Drama, Romance",21061,11/15/46,"Marcel Carné",,
741,tt0052556,12/16/15,12/16/15,,"The Lovers",https://www.imdb.com/title/tt0052556/,Movie,7.2,90,1959,"Drama, Romance",5897,10/26/59,"Louis Malle",,
742,tt0031885,12/16/15,12/16/15,,"The Rules of the Game",https://www.imdb.com/title/tt0031885/,Movie,7.9,110,1950,"Comedy, Drama",31169,4/8/50,"Jean Renoir",,
743,tt0074888,12/16/15,12/16/15,,"La meilleure façon de marcher",https://www.imdb.com/title/tt0074888/,Movie,7.2,85,1976,"Drama, Romance",1629,3/3/76,"Claude Miller",,
744,tt0490234,12/16/15,12/16/15,,"A Secret",https://www.imdb.com/title/tt0490234/,Movie,6.8,105,2007,"Drama, War",3238,10/3/07,"Claude Miller",,
745,tt0082436,12/16/15,12/16/15,,"The Grilling",https://www.imdb.com/title/tt0082436/,Movie,7.6,87,1981,"Crime, Drama, Thriller",5312,9/23/81,"Claude Miller",,
746,tt0100802,12/17/15,12/17/15,,"Total Recall",https://www.imdb.com/title/tt0100802/,Movie,7.5,113,1990,"Action, Adventure, Sci-Fi",352707,6/1/90,"Paul Verhoeven",,
747,tt0085112,12/17/15,12/17/15,,"The Winds of War",https://www.imdb.com/title/tt0085112/,TV Mini Series,8.1,883,1983,"Drama, Romance, War",4622,2/6/83,,,
748,tt0105809,12/17/15,12/17/15,,"Where Sleeping Dogs Lie",https://www.imdb.com/title/tt0105809/,Movie,4.5,95,1993,"Crime, Drama, Mystery, Thriller",1072,6/18/93,"Charles Finch",,
749,tt2446980,12/17/15,12/17/15,,"Joy",https://www.imdb.com/title/tt2446980/,Movie,6.6,124,2015,"Biography, Drama",144575,12/25/15,"David O. Russell",,
750,tt3647998,12/22/15,12/22/15,,"Taboo",https://www.imdb.com/title/tt3647998/,TV Series,8.3,59,2017,"Drama, Mystery, Thriller",148328,1/10/17,,,
751,tt2245003,12/23/15,12/23/15,,"Miss You Already",https://www.imdb.com/title/tt2245003/,Movie,6.8,112,2015,"Comedy, Drama, Romance",19816,9/25/15,"Catherine Hardwicke",,
752,tt2555736,12/23/15,12/23/15,,"The Second Best Exotic Marigold Hotel",https://www.imdb.com/title/tt2555736/,Movie,6.5,122,2015,"Comedy, Drama, Romance",35723,3/6/15,"John Madden",,
753,tt1797469,12/23/15,12/23/15,,"Page Eight",https://www.imdb.com/title/tt1797469/,TV Movie,6.8,99,2011,"Drama, Mystery, Thriller",19489,11/6/11,"David Hare",,
754,tt5094390,12/24/15,12/24/15,,"National Theatre Live: Man and Superman",https://www.imdb.com/title/tt5094390/,Movie,8.3,220,2015,"Comedy, Drama",197,5/14/15,"Simon Godwin",,
755,tt4476736,12/24/15,12/24/15,,"Hamlet",https://www.imdb.com/title/tt4476736/,Movie,8.5,217,2015,"Drama",2371,10/15/15,"Lyndsey Turner, Robin Lough",,
756,tt3313066,12/24/15,12/24/15,,"Coriolanus",https://www.imdb.com/title/tt3313066/,Movie,8.5,192,2014,"Drama, History, War",2218,1/30/14,"Josie Rourke, Tim Van Someren",,
757,tt0116835,12/25/15,12/25/15,,"The Late Shift",https://www.imdb.com/title/tt0116835/,TV Movie,6.8,95,1996,"Comedy, Drama",3762,2/24/96,"Betty Thomas",,
758,tt0038104,12/25/15,12/25/15,,"A Song to Remember",https://www.imdb.com/title/tt0038104/,Movie,6.6,113,1945,"Biography, Drama, Music",1607,1/18/45,"Charles Vidor",,
759,tt2980210,12/25/15,12/25/15,,"A Hologram for the King",https://www.imdb.com/title/tt2980210/,Movie,6.1,98,2016,"Comedy, Drama, Romance",47326,4/28/16,"Tom Tykwer",,
760,tt0290978,12/26/15,12/26/15,,"The Office",https://www.imdb.com/title/tt0290978/,TV Series,8.5,,2003,"Comedy, Drama",122531,1/23/03,,,
761,tt0399295,12/26/15,12/26/15,,"Lord of War",https://www.imdb.com/title/tt0399295/,Movie,7.6,122,2005,"Crime, Drama",335598,9/16/05,"Andrew Niccol",,
762,tt2402927,12/27/15,12/27/15,,"Carol",https://www.imdb.com/title/tt2402927/,Movie,7.3,118,2016,"Drama, Romance",141786,1/15/16,"Todd Haynes",,
763,tt1211837,12/29/15,12/29/15,,"Doctor Strange",https://www.imdb.com/title/tt1211837/,Movie,7.5,115,2016,"Action, Adventure, Fantasy, Sci-Fi",800483,11/4/16,"Scott Derrickson",,
764,tt1798684,12/29/15,12/29/15,,"Southpaw",https://www.imdb.com/title/tt1798684/,Movie,7.3,124,2015,"Action, Drama, Sport",256502,7/24/15,"Antoine Fuqua",,
765,tt0368447,12/29/15,12/29/15,,"The Village",https://www.imdb.com/title/tt0368447/,Movie,6.6,108,2004,"Drama, Mystery, Thriller",276637,7/30/04,"M. Night Shyamalan",,
766,tt4687880,12/29/15,12/29/15,,"Goliath",https://www.imdb.com/title/tt4687880/,TV Series,8.1,60,2016,"Drama",53855,10/14/16,,,
767,tt3910804,1/5/16,1/5/16,,"War & Peace",https://www.imdb.com/title/tt3910804/,TV Mini Series,8.1,,2016,"Drama, History, Romance, War",26411,1/18/16,,,
768,tt0096908,1/8/16,1/8/16,,"A City of Sadness",https://www.imdb.com/title/tt0096908/,Movie,7.8,157,1989,"Drama, History",6042,10/21/89,"Hsiao-Hsien Hou",,
769,tt0481797,1/10/16,1/10/16,,"Youth Without Youth",https://www.imdb.com/title/tt0481797/,Movie,6.1,124,2007,"Drama, Fantasy, Mystery, Romance, Sci-Fi",14069,10/26/07,"Francis Ford Coppola",7,8/14/12
770,tt0768239,1/10/16,1/10/16,,"Storm",https://www.imdb.com/title/tt0768239/,Movie,6.9,105,2009,"Drama",1386,9/10/09,"Hans-Christian Schmid",,
771,tt1238291,1/10/16,1/10/16,,"Five Minutes of Heaven",https://www.imdb.com/title/tt1238291/,Movie,6.6,89,2009,"Drama, Thriller",13221,2/27/09,"Oliver Hirschbiegel",,
772,tt1124037,1/10/16,1/10/16,,"Free State of Jones",https://www.imdb.com/title/tt1124037/,Movie,6.9,139,2016,"Action, Biography, Drama, History, War, Western",62160,6/24/16,"Gary Ross",,
773,tt0112818,1/12/16,1/12/16,,"Dead Man Walking",https://www.imdb.com/title/tt0112818/,Movie,7.5,122,1996,"Crime, Drama",101366,2/2/96,"Tim Robbins",,
774,tt3216586,1/12/16,1/12/16,,"The Brink",https://www.imdb.com/title/tt3216586/,TV Series,7.7,30,2015,"Comedy",14717,6/21/15,,,
775,tt3203606,1/18/16,1/18/16,,"Trumbo",https://www.imdb.com/title/tt3203606/,Movie,7.4,124,2015,"Biography, Drama",84622,11/27/15,"Jay Roach",10,2/28/16
776,tt0053804,1/18/16,1/18/16,,"Exodus",https://www.imdb.com/title/tt0053804/,Movie,6.7,208,1961,"Action, Drama, War",11311,1/2/61,"Otto Preminger",,
777,tt0250797,1/18/16,1/18/16,,"Unfaithful",https://www.imdb.com/title/tt0250797/,Movie,6.7,124,2002,"Drama, Romance, Thriller",97871,5/10/02,"Adrian Lyne",,
778,tt0064866,1/19/16,1/19/16,,"Burn!",https://www.imdb.com/title/tt0064866/,Movie,7.1,112,1970,"Action, Drama, War",5738,10/21/70,"Gillo Pontecorvo",,
779,tt0067116,1/19/16,1/19/16,,"The French Connection",https://www.imdb.com/title/tt0067116/,Movie,7.7,104,1971,"Action, Crime, Drama, Thriller",134868,10/9/71,"William Friedkin",,
780,tt1658801,1/20/16,1/20/16,,"Freeheld",https://www.imdb.com/title/tt1658801/,Movie,6.6,103,2016,"Biography, Drama, Romance",13196,2/10/16,"Peter Sollett",,
781,tt0069457,1/22/16,1/22/16,,"Summertime Killer",https://www.imdb.com/title/tt0069457/,Movie,6.1,110,1974,"Action, Crime, Drama",450,7/3/74,"Antonio Isasi-Isasmendi",,
782,tt4093826,1/23/16,1/23/16,,"Twin Peaks",https://www.imdb.com/title/tt4093826/,TV Series,8.5,,2017,"Crime, Drama, Horror, Mystery, Thriller",75244,5/21/17,,,
783,tt0180093,1/23/16,1/23/16,,"Requiem for a Dream",https://www.imdb.com/title/tt0180093/,Movie,8.3,102,2000,"Drama",894556,12/15/00,"Darren Aronofsky",,
784,tt4005402,1/24/16,1/24/16,,"Colonia",https://www.imdb.com/title/tt4005402/,Movie,7.0,110,2016,"Biography, Drama, History, Romance, Thriller",57016,4/15/16,"Florian Gallenberger",,
785,tt2788432,2/9/16,2/9/16,,"American Crime Story",https://www.imdb.com/title/tt2788432/,TV Series,8.4,42,2016,"Biography, Crime, Drama, History",98571,2/2/16,,,
786,tt3464902,2/10/16,2/10/16,,"The Lobster",https://www.imdb.com/title/tt3464902/,Movie,7.1,119,2015,"Drama, Romance, Sci-Fi, Thriller",292230,10/16/15,"Yorgos Lanthimos",,
787,tt0377186,2/11/16,2/11/16,,"He Knew He Was Right",https://www.imdb.com/title/tt0377186/,TV Mini Series,6.9,240,2004,"Drama",1712,4/18/04,,,
788,tt0455590,2/13/16,2/13/16,,"The Last King of Scotland",https://www.imdb.com/title/tt0455590/,Movie,7.6,123,2007,"Biography, Drama, History, Thriller",195475,1/19/07,"Kevin Macdonald",7,2/13/16
789,tt0387131,2/13/16,2/13/16,,"The Constant Gardener",https://www.imdb.com/title/tt0387131/,Movie,7.4,129,2005,"Drama, Mystery, Romance, Thriller",148102,8/31/05,"Fernando Meirelles",9,2/13/16
790,tt0111579,2/13/16,2/13/16,,"Burnt by the Sun",https://www.imdb.com/title/tt0111579/,Movie,7.8,135,1995,"Drama, War",16273,4/21/95,"Nikita Mikhalkov",,
791,tt4129870,2/14/16,2/14/16,,"White Girl",https://www.imdb.com/title/tt4129870/,Movie,5.7,88,2016,"Crime, Drama",11687,12/1/16,"Elizabeth Wood",,
792,tt2870648,2/26/16,2/26/16,,"Amy",https://www.imdb.com/title/tt2870648/,Movie,7.8,128,2015,"Documentary, Biography, Music",54680,7/10/15,"Asif Kapadia",,
793,tt3553442,3/4/16,3/4/16,,"Whiskey Tango Foxtrot",https://www.imdb.com/title/tt3553442/,Movie,6.6,112,2016,"Biography, Comedy, Drama, War",56296,3/4/16,"Glenn Ficarra, John Requa",9,11/10/16
794,tt0478304,3/12/16,3/12/16,,"The Tree of Life",https://www.imdb.com/title/tt0478304/,Movie,6.8,139,2011,"Drama, Fantasy",183591,5/17/11,"Terrence Malick",,
795,tt2692904,3/12/16,3/12/16,,"Locke",https://www.imdb.com/title/tt2692904/,Movie,7.1,85,2014,"Drama",159010,4/18/14,"Steven Knight",,
796,tt5269560,3/16/16,3/16/16,,"Ten Years",https://www.imdb.com/title/tt5269560/,Movie,6.8,104,2015,"Drama",1873,12/17/15,"Jevons Au, Kiwi Chow, Zune Kwok, Ka-Leung Ng, Fei-Pang Wong",,
797,tt2638144,3/19/16,3/19/16,,"Ben-Hur",https://www.imdb.com/title/tt2638144/,Movie,5.7,123,2016,"Action, Adventure, Drama, Romance",46607,8/19/16,"Timur Bekmambetov",,
798,tt3165612,3/21/16,3/21/16,,"Sleeping with Other People",https://www.imdb.com/title/tt3165612/,Movie,6.5,101,2015,"Comedy, Drama, Romance",47681,8/12/15,"Leslye Headland",,
799,tt0479519,3/26/16,3/26/16,,"Promise Me This",https://www.imdb.com/title/tt0479519/,Movie,6.9,123,2007,"Comedy, Romance",6848,7/3/07,"Emir Kusturica",,
800,tt4466928,3/31/16,3/31/16,,"Jailbirds",https://www.imdb.com/title/tt4466928/,Movie,6.1,98,2016,"Drama",387,9/7/16,"Audrey Estrougo",,
801,tt0107943,4/1/16,4/1/16,,"The Remains of the Day",https://www.imdb.com/title/tt0107943/,Movie,7.8,134,1993,"Drama, Romance",83827,11/19/93,"James Ivory",,
802,tt0320769,4/5/16,4/5/16,,"Woody Allen: A Life in Film",https://www.imdb.com/title/tt0320769/,TV Movie,7.5,90,2002,"Documentary, Biography",451,5/4/02,"Richard Schickel",,
803,tt4462684,4/17/16,4/17/16,,"Inflatable",https://www.imdb.com/title/tt4462684/,TV Episode,8.3,42,2016,"Crime, Drama",12230,3/28/16,"Colin Bucksey",7,4/17/16
804,tt2062700,5/9/16,5/9/16,,"Song to Song",https://www.imdb.com/title/tt2062700/,Movie,5.6,129,2017,"Drama, Music, Romance",22443,3/17/17,"Terrence Malick",,
805,tt4978450,5/11/16,5/11/16,,"Once and Forever",https://www.imdb.com/title/tt4978450/,Short,6.4,11,2015,"Short, Drama",455,12/1/15,"Karl Lagerfeld",,
806,tt2452254,5/11/16,5/11/16,,"Clouds of Sils Maria",https://www.imdb.com/title/tt2452254/,Movie,6.7,124,2014,"Drama",31089,8/20/14,"Olivier Assayas",,
807,tt2904608,5/14/16,5/14/16,,"Turks & Caicos",https://www.imdb.com/title/tt2904608/,TV Movie,6.5,95,2014,"Action, Drama, Mystery, Thriller",7110,11/8/14,"David Hare",,
808,tt0420293,5/21/16,5/21/16,,"The Stanford Prison Experiment",https://www.imdb.com/title/tt0420293/,Movie,6.8,122,2015,"Biography, Drama, History, Thriller",45975,7/17/15,"Kyle Patrick Alvarez",,
809,tt0200486,5/29/16,5/29/16,,"So Close to Paradise",https://www.imdb.com/title/tt0200486/,Movie,6.4,93,1998,"Crime, Drama, Romance, Thriller",319,12/10/98,"Xiaoshuai Wang",,
810,tt2513074,6/9/16,6/9/16,,"Billy Lynn's Long Halftime Walk",https://www.imdb.com/title/tt2513074/,Movie,6.2,113,2016,"Action, Drama, Sport, Thriller, War",23993,11/18/16,"Ang Lee",,
811,tt5332206,6/27/16,6/27/16,,"Signal",https://www.imdb.com/title/tt5332206/,TV Series,8.5,80,2016,"Crime, Drama, Fantasy, Sci-Fi, Thriller",9079,2/22/16,,,
812,tt3103454,7/2/16,7/2/16,,"Trespassing Bergman",https://www.imdb.com/title/tt3103454/,Movie,7.2,107,2015,"Documentary",976,1/3/15,"Jane Magnusson, Hynek Pallas",,
813,tt0097937,7/4/16,7/4/16,,"My Left Foot",https://www.imdb.com/title/tt0097937/,Movie,7.8,103,1990,"Biography, Drama",79422,3/30/90,"Jim Sheridan",,
814,tt0043265,7/4/16,7/4/16,,"The African Queen",https://www.imdb.com/title/tt0043265/,Movie,7.7,105,1952,"Adventure, Drama, Romance, War",84007,3/21/52,"John Huston",,
815,tt0070262,7/16/16,7/16/16,,"Kalina krasnaya",https://www.imdb.com/title/tt0070262/,Movie,7.6,110,1974,"Drama",1996,3/25/74,"Vasiliy Shukshin",,
816,tt1217243,7/26/16,7/26/16,,"Akiresu to kame",https://www.imdb.com/title/tt1217243/,Movie,7.3,119,2008,"Comedy, Drama",3800,9/20/08,"Takeshi Kitano",,
817,tt1339264,7/26/16,7/26/16,,"Ano sensô wa nandattano ka - Nichibei kaisen to Tôjô Hideki",https://www.imdb.com/title/tt1339264/,TV Movie,8.4,,2008,"Drama, History, War",8,12/24/08,"Shin'ichi Kamoshita",,
818,tt0478044,7/26/16,7/26/16,,"Takeshis'",https://www.imdb.com/title/tt0478044/,Movie,6.3,108,2005,"Comedy, Drama, Fantasy",4031,11/5/05,"Takeshi Kitano",,
819,tt0024481,8/5/16,8/5/16,,"Queen Christina",https://www.imdb.com/title/tt0024481/,Movie,7.5,99,1934,"Biography, Drama, Romance",8559,2/9/34,"Rouben Mamoulian",,
820,tt0056714,9/16/16,9/16/16,,"The Tale of Zatoichi",https://www.imdb.com/title/tt0056714/,Movie,7.6,95,1962,"Action, Adventure, Drama",5853,4/18/62,"Kenji Misumi",,
821,tt0068816,9/16/16,9/16/16,,"Lone Wolf and Cub: Baby Cart at the River Styx",https://www.imdb.com/title/tt0068816/,Movie,7.9,81,1972,"Action, Adventure, Drama",6811,4/22/72,"Kenji Misumi",,
822,tt0039090,9/25/16,9/25/16,,"No Regrets for Our Youth",https://www.imdb.com/title/tt0039090/,Movie,7.1,110,1980,"Drama",3932,6/6/80,"Akira Kurosawa",,
823,tt0485842,10/5/16,10/5/16,,"Studio 60 on the Sunset Strip",https://www.imdb.com/title/tt0485842/,TV Series,8.3,44,2006,"Comedy, Drama",25164,9/18/06,,,
824,tt0198811,10/6/16,10/6/16,,"Osvobozhdenie: Napravlenie glavnogo udara",https://www.imdb.com/title/tt0198811/,Movie,7.7,125,1971,"Drama, History, Romance, War",761,11/1971,"Yuriy Ozerov",,
825,tt0068161,10/6/16,10/6/16,,"The Dawns Here Are Quiet",https://www.imdb.com/title/tt0068161/,Movie,8.1,188,1972,"Drama, History, War",4739,11/4/72,"Stanislav Rostotskiy",,
826,tt0353969,10/6/16,10/6/16,,"Memories of Murder",https://www.imdb.com/title/tt0353969/,Movie,8.1,132,2003,"Crime, Drama, Mystery, Thriller",214036,5/2/03,"Bong Joon Ho",,
827,tt1619029,10/7/16,10/7/16,,"Jackie",https://www.imdb.com/title/tt1619029/,Movie,6.7,100,2016,"Biography, Drama",83256,12/2/16,"Pablo Larraín",,
828,tt1533395,10/8/16,10/8/16,,"Life",https://www.imdb.com/title/tt1533395/,TV Mini Series,9.1,473,2009,"Documentary, Family",42623,10/12/09,,,
829,tt6018306,10/11/16,10/11/16,,"Last Flag Flying",https://www.imdb.com/title/tt6018306/,Movie,6.9,125,2017,"Comedy, Drama, War",28239,11/3/17,"Richard Linklater",,
830,tt0023450,10/11/16,10/11/16,,"Where Now Are the Dreams of Youth?",https://www.imdb.com/title/tt0023450/,Movie,6.9,92,1932,"Comedy, Drama",656,10/13/32,"Yasujirô Ozu",,
831,tt4370784,10/12/16,10/12/16,,"The Innocents",https://www.imdb.com/title/tt4370784/,Movie,7.3,115,2016,"Drama, History",11562,2/10/16,"Anne Fontaine",,
832,tt0841961,10/12/16,10/12/16,,"Kingdom",https://www.imdb.com/title/tt0841961/,TV Series,7.9,60,2007,"Comedy, Drama",2949,4/22/07,,,
833,tt2069311,10/12/16,10/12/16,,"Fry's Planet Word",https://www.imdb.com/title/tt2069311/,TV Series,7.8,60,2011,"Documentary",330,9/25/11,,,
834,tt0283731,10/12/16,10/12/16,,"Fire Island",https://www.imdb.com/title/tt0283731/,TV Mini Series,5.2,,1999,"Documentary",30,7/21/99,,,
835,tt0084390,10/15/16,10/15/16,,"The Ballad of Narayama",https://www.imdb.com/title/tt0084390/,Movie,7.8,130,1983,"Drama",9052,4/29/83,"Shôhei Imamura",,
836,tt5620076,10/17/16,10/17/16,,"Chance",https://www.imdb.com/title/tt5620076/,TV Series,7.6,60,2016,"Drama, Mystery, Thriller",10845,10/19/16,,,
837,tt5966882,10/18/16,10/18/16,,"The K2",https://www.imdb.com/title/tt5966882/,TV Series,7.8,60,2020,"Drama, Romance, Thriller",9325,11/3/20,,,
838,tt0279523,10/18/16,10/18/16,,"Peony Pavilion",https://www.imdb.com/title/tt0279523/,Movie,6.5,120,2001,"Drama, Music, Romance",346,11/4/01,"Yonfan",,
839,tt2649356,10/18/16,10/18/16,,"Sharp Objects",https://www.imdb.com/title/tt2649356/,TV Mini Series,8.0,421,2018,"Crime, Drama, Mystery, Thriller",117671,7/8/18,,,
840,tt0463390,10/21/16,10/21/16,,"Wo xin fei xiang",https://www.imdb.com/title/tt0463390/,Movie,6.3,90,2005,"Drama",55,4/26/05,"Xiaosong Gao",,
841,tt2401256,10/21/16,10/21/16,,"The Night Of",https://www.imdb.com/title/tt2401256/,TV Mini Series,8.4,525,2016,"Crime, Drama, Mystery",170522,6/24/16,,,
